day_of_year,year,fact_fragment,fact_statement,was_submitted
21,2003,"a 7.6 magnitude earthquake strikes the Mexican state of Colima, killing 29 and leaving approximately 10,000 people homeless","January 21 is the day in 2003 that a 7.6 magnitude earthquake strikes the Mexican state of Colima, killing 29 and leaving approximately 10,000 people homeless.",False
21,2004,NASA's MER-A (the Mars Rover Spirit) ceases communication with mission control,January 21 is the day in 2004 that NASA's MER-A (the Mars Rover Spirit) ceases communication with mission control.,False
21,2008,Black Monday in worldwide stock markets,January 21 is the day in 2008 that Black Monday in worldwide stock markets.,False
22,565,Eutychius is deposed as Patriarch of Constantinople by John Scholasticus,January 22 is the day in 565 that Eutychius is deposed as Patriarch of Constantinople by John Scholasticus.,False
22,1506,the first contingent of 150 Swiss Guards arrives at the Vatican,January 22 is the day in 1506 that the first contingent of 150 Swiss Guards arrives at the Vatican.,False
22,1689,"the Convention Parliament convenes to determine if James II and VII, the last Roman Catholic monarch of England, Ireland and Scotland, had vacated the thrones when he fled to France in 1688","January 22 is the day in 1689 that the Convention Parliament convenes to determine if James II and VII, the last Roman Catholic monarch of England, Ireland and Scotland, had vacated the thrones when he fled to France in 1688.",False
22,1824,the Ashantis defeat British forces in the Gold Coast,January 22 is the day in 1824 that the Ashantis defeat British forces in the Gold Coast.,False
22,1863,"the January Uprising breaks out in Poland, Lithuania and Belarus","January 22 is the day in 1863 that the January Uprising breaks out in Poland, Lithuania and Belarus.",False
22,1877,"Arthur Tooth, an Anglican clergyman is taken into custody after being prosecuted for using ritualist practices","January 22 is the day in 1877 that Arthur Tooth, an Anglican clergyman is taken into custody after being prosecuted for using ritualist practices.",False
22,1889,"Columbia Phonograph is formed in Washington, D.C","January 22 is the day in 1889 that Columbia Phonograph is formed in Washington, D.C.",False
22,1890,"the United Mine Workers of America is founded in Columbus, Ohio","January 22 is the day in 1890 that the United Mine Workers of America is founded in Columbus, Ohio.",False
22,1901,"Edward VII is proclaimed King after the death of his mother, Queen Victoria","January 22 is the day in 1901 that Edward VII is proclaimed King after the death of his mother, Queen Victoria.",False
22,1905,"bloody Sunday in St. Petersburg, beginning of the 1905 revolution","January 22 is the day in 1905 that bloody Sunday in St. Petersburg, beginning of the 1905 revolution.",False
22,1924,Ramsay MacDonald becomes the first Labour Prime Minister of the United Kingdom,January 22 is the day in 1924 that Ramsay MacDonald becomes the first Labour Prime Minister of the United Kingdom.,False
22,1927,"Teddy Wakelam gives the first live radio commentary of a football match anywhere in the world, between Arsenal F.C","January 22 is the day in 1927 that Teddy Wakelam gives the first live radio commentary of a football match anywhere in the world, between Arsenal F.C.",False
22,1947,"KTLA, the first commercial television station west of the Mississippi River, begins operation in Hollywood, California","January 22 is the day in 1947 that KTLA, the first commercial television station west of the Mississippi River, begins operation in Hollywood, California.",False
22,1957,Israel withdraws from the Sinai Peninsula,January 22 is the day in 1957 that Israel withdraws from the Sinai Peninsula.,False
22,1957,"the New York City ""Mad Bomber"", George P. Metesky, is arrested in Waterbury, Connecticut and is charged with planting more than 30 bombs","January 22 is the day in 1957 that the New York City ""Mad Bomber"", George P. Metesky, is arrested in Waterbury, Connecticut and is charged with planting more than 30 bombs.",False
22,1962,the Organization of American States suspends Cuba's membership,January 22 is the day in 1962 that the Organization of American States suspends Cuba's membership.,False
22,1963,the Elysée treaty of cooperation between France and Germany is signed by Charles de Gaulle and Konrad Adenauer,January 22 is the day in 1963 that the Elysée treaty of cooperation between France and Germany is signed by Charles de Gaulle and Konrad Adenauer.,False
22,1968,apollo 5 lifts off carrying the first Lunar module into space,January 22 is the day in 1968 that apollo 5 lifts off carrying the first Lunar module into space.,False
22,1969,a gunman attempts to assassinate Soviet leader Leonid Brezhnev,January 22 is the day in 1969 that a gunman attempts to assassinate Soviet leader Leonid Brezhnev.,False
22,1970,"the Boeing 747, the world's first ""jumbo jet"", enters commercial service for launch customer Pan American Airways with its maiden voyage from John F Kennedy International Airport to London Heathrow Airport","January 22 is the day in 1970 that the Boeing 747, the world's first ""jumbo jet"", enters commercial service for launch customer Pan American Airways with its maiden voyage from John F Kennedy International Airport to London Heathrow Airport.",False
22,1971,"the Singapore Declaration, one of the two most important documents to the uncodified constitution of the Commonwealth of Nations, is issued","January 22 is the day in 1971 that the Singapore Declaration, one of the two most important documents to the uncodified constitution of the Commonwealth of Nations, is issued.",False
22,1973,"the Supreme Court of the United States delivers its decision in Roe v. Wade, legalizing elective abortion in all fifty states","January 22 is the day in 1973 that the Supreme Court of the United States delivers its decision in Roe v. Wade, legalizing elective abortion in all fifty states.",False
22,1973,"a chartered Boeing 707 explodes in flames upon landing at Kano Airport, Nigeria, killing 176","January 22 is the day in 1973 that a chartered Boeing 707 explodes in flames upon landing at Kano Airport, Nigeria, killing 176.",False
22,1984,"the Apple Macintosh, the first consumer computer to popularize the computer mouse and the graphical user interface, is introduced during Super Bowl XVIII with its famous ""1984"" television commercial","January 22 is the day in 1984 that the Apple Macintosh, the first consumer computer to popularize the computer mouse and the graphical user interface, is introduced during Super Bowl XVIII with its famous ""1984"" television commercial.",False
22,1987,"Pennsylvania politician R. Budd Dwyer shoots and kills himself during a televised press conference, leading to debates on boundaries in journalism","January 22 is the day in 1987 that Pennsylvania politician R. Budd Dwyer shoots and kills himself during a televised press conference, leading to debates on boundaries in journalism.",False
22,1990,"Robert Tappan Morris, Jr. is convicted of releasing the 1988 Internet Computer worm","January 22 is the day in 1990 that Robert Tappan Morris, Jr. is convicted of releasing the 1988 Internet Computer worm.",False
22,1992,Rebel forces occupy Zaire's national radio station in Kinshasa and broadcast a demand for the government's resignation,January 22 is the day in 1992 that Rebel forces occupy Zaire's national radio station in Kinshasa and broadcast a demand for the government's resignation.,False
22,2002,Kmart becomes the largest retailer in United States history to file for Chapter 11 bankruptcy protection,January 22 is the day in 2002 that Kmart becomes the largest retailer in United States history to file for Chapter 11 bankruptcy protection.,False
22,2006,"Evo Morales is inaugurated as President of Bolivia, becoming the country's first indigenous president","January 22 is the day in 2006 that Evo Morales is inaugurated as President of Bolivia, becoming the country's first indigenous president.",False
23,1510,"Henry VIII of England, then 18 years old, appears incognito in the lists at Richmond, and is applauded for his jousting before he reveals his identity","January 23 is the day in 1510 that Henry VIII of England, then 18 years old, appears incognito in the lists at Richmond, and is applauded for his jousting before he reveals his identity.",False
