number,fact_fragment,fact_statement,was_submitted
88,"""the number of the Anti-Terrorist"" in the documents submitted to NBC by Seung-Hui Cho prior to the Virginia Tech massacre on 16 April 2007 ","88 is ""the number of the Anti-Terrorist"" in the documents submitted to NBC by Seung-Hui Cho prior to the Virginia Tech massacre on 16 April 2007 .",False
88,"used to say ""kisses and hugs"" among morse code and amateur radio users, as it resembles an image of two lips kissing","88 is used to say ""kisses and hugs"" among morse code and amateur radio users, as it resembles an image of two lips kissing.",False
89,Hellin's law,89 is Hellin's law.,False
89,the atomic number of actinium,89 is the atomic number of actinium.,False
89,the ISBN Group Identifier for books published in Korea,89 is the ISBN Group Identifier for books published in Korea.,False
89,the greatest number of verses in a chapter of a book of the Bible other than the Book of Psalms—specifically Numbers chapter 7,89 is the greatest number of verses in a chapter of a book of the Bible other than the Book of Psalms—specifically Numbers chapter 7.,False
89,the number of units of each colour in the board game Blokus,89 is the number of units of each colour in the board game Blokus.,False
89,the number of the French department Yonne,89 is the number of the French department Yonne.,False
82,the Saros number of the solar eclipse series which began on -293 April 22 and ended on 969 May,82 is the Saros number of the solar eclipse series which began on -293 April 22 and ended on 969 May.,False
82,the atomic number of lead,82 is the atomic number of lead.,False
82,"in physics, the sixth Magic Number","82 is in physics, the sixth Magic Number.",False
82,the number of the French department Tarn-et-Garonne,82 is the number of the French department Tarn-et-Garonne.,False
82,the code for international direct dial phone calls to South Korea,82 is the code for international direct dial phone calls to South Korea.,False
82,the ISBN Group Identifier for books published in Norway,82 is the ISBN Group Identifier for books published in Norway.,False
82,the sophomore studio album of Kenyan house trio Just A Band,82 is the sophomore studio album of Kenyan house trio Just A Band.,False
82,the number of Trip Murphy's (Matt Dillon) car in Herbie Fully Loaded (2005),82 is the number of Trip Murphy's (Matt Dillon) car in Herbie Fully Loaded (2005).,False
82,the second studio album by African electropop outfit Just A Band (2009),82 is the second studio album by African electropop outfit Just A Band (2009).,False
82,"the very significant number that appears at the end of Kurt Vonnegut's book ""Hocus Pocus""","82 is the very significant number that appears at the end of Kurt Vonnegut's book ""Hocus Pocus"".",False
83,the number Barney Stinson of How I Met Your Mother always uses when he makes up facts,83 is the number Barney Stinson of How I Met Your Mother always uses when he makes up facts.,False
83,the number of the French department Var,83 is the number of the French department Var.,False
83,the ISBN Group Identifier for books published in Poland,83 is the ISBN Group Identifier for books published in Poland.,False
83,the atomic number of bismuth,83 is the atomic number of bismuth.,False
83,the Saros number of the solar eclipse series which began on -210 May 5 and ended on 1052 May,83 is the Saros number of the solar eclipse series which began on -210 May 5 and ended on 1052 May.,False
80,the atomic number of mercury,80 is the atomic number of mercury.,False
80,the standard TCP/IP port number for HTTP connections,80 is the standard TCP/IP port number for HTTP connections.,False
80,the older four-pin-base version of the 5Y3GT rectifier tube,80 is the older four-pin-base version of the 5Y3GT rectifier tube.,False
80,"a common limit for the characters per line, in computing, derived from the number of columns in IBM cards","80 is a common limit for the characters per line, in computing, derived from the number of columns in IBM cards.",False
81,the number of squares on a shogi playing board,81 is the number of squares on a shogi playing board.,False
81,the atomic number of thallium,81 is the atomic number of thallium.,False
81,the symbolic number of the Hells Angels Motorcycle Club,81 is the symbolic number of the Hells Angels Motorcycle Club.,False
81,the code for international direct dial phone calls to Japan,81 is the code for international direct dial phone calls to Japan.,False
81,one of two ISBN Group Identifiers for books published in India,81 is one of two ISBN Group Identifiers for books published in India.,False
81,Number of stanzas or chapters in the Tao te Ching (in the most common arrangements),81 is Number of stanzas or chapters in the Tao te Ching (in the most common arrangements).,False
81,Number of provinces in Turkey,81 is Number of provinces in Turkey.,False
81,Number of prayers said in the Rosary in each night,81 is Number of prayers said in the Rosary in each night.,False
81,the Saros number of the solar eclipse series which began on -322 May 12 and ended on 958 June,81 is the Saros number of the solar eclipse series which began on -322 May 12 and ended on 958 June.,False
86,the capital letter V in the ASCII character encoding,86 is the capital letter V in the ASCII character encoding.,False
86,the number of the French department Vienne,86 is the number of the French department Vienne.,False
86,one of five ISBN Group Identifiers for books published in Serbia,86 is one of five ISBN Group Identifiers for books published in Serbia.,False
87,the atomic number of francium,87 is the atomic number of francium.,False
87,the number of years between the signing of the U.S,87 is the number of years between the signing of the U.S.,False
87,the number of the French department Haute-Vienne,87 is the number of the French department Haute-Vienne.,False
87,the code for international direct dial phone calls to Inmarsat and other services,87 is the code for international direct dial phone calls to Inmarsat and other services.,False
87,the ISBN Group Identifier for books published in Denmark,87 is the ISBN Group Identifier for books published in Denmark.,False
87,the opus number of the 24 Preludes and Fugues of Dmitri Shostakovich,87 is the opus number of the 24 Preludes and Fugues of Dmitri Shostakovich.,False
84,the atomic number of polonium,84 is the atomic number of polonium.,False
